"description","ip_address","nick_name","age","gender","academic_study","start_time","end_time","run_time","data_name","pic_name","pic_id","test_param","param_value","rorschach","curvature","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545697.29615,1605545709.10341,11.8072617053986,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545697.29615,1605545709.10341,11.8072617053986,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545709.16404,1605545717.51293,8.3488883972168,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545709.16404,1605545717.51293,8.3488883972168,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545717.56285,1605545757.7187,40.1558537483215,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,6,0,"Very Uncertain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545717.56285,1605545757.7187,40.1558537483215,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,6,0,"Very Uncertain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545768.43169,1605545776.12019,7.68849754333496,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545768.43169,1605545776.12019,7.68849754333496,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545776.17078,1605545792.8157,16.6449279785156,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Different shape",78,15
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545776.17078,1605545792.8157,16.6449279785156,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Different shape",78,15
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545792.86574,1605545803.36963,10.5038974285126,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",78,16
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545792.86574,1605545803.36963,10.5038974285126,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",78,16
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545803.4069,1605545811.21298,7.80608463287354,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545803.4069,1605545811.21298,7.80608463287354,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545811.26473,1605545827.54991,16.2851736545563,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Neutral","Different shape, Different slope",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545811.26473,1605545827.54991,16.2851736545563,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Neutral","Different shape, Different slope",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545827.60689,1605545851.6831,24.07621717453,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,14,0,"Neutral","Different range",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545827.60689,1605545851.6831,24.07621717453,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,14,0,"Neutral","Different range",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545862.64397,1605545995.68647,133.042496442795,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Uncertain","Different slope",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545862.64397,1605545995.68647,133.042496442795,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Uncertain","Different slope",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605545995.7381,1605546011.84762,16.1095237731934,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605545995.7381,1605546011.84762,16.1095237731934,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605546011.90058,1605546022.62,10.7194225788116,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different slope",78,19
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605546011.90058,1605546022.62,10.7194225788116,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different slope",78,19
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605546022.66865,1605546217.79719,195.128547430038,"6d411bb5d0d26fd3a2d16ae1b8b4445b","plots/svg/88038d38598a7fad53f272257fcae22e.svg","35","linear","target-H-Lv_null-H-Lv_r1","1","t-H_n-H","H","H","Lv","Lv",50,1,16,0,"Very Certain","Different slope",78,2
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605546022.66865,1605546217.79719,195.128547430038,"6d411bb5d0d26fd3a2d16ae1b8b4445b","plots/svg/88038d38598a7fad53f272257fcae22e.svg","35","linear","target-H-Lv_null-H-Lv_r1","1","t-H_n-H","H","H","Lv","Lv",50,1,16,0,"Very Certain","Different slope",78,2
"emily-log-2","","7f0689b4aca099f267a0bf9b14ac5dcc","Under 19","Male","High School or Less",1605821817.0364,1605821855.3473,38.3109037876129,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Outlier(s)",3,13
"emily-log-2","","7f0689b4aca099f267a0bf9b14ac5dcc","Under 19","Male","High School or Less",1605821855.42754,1605821873.88789,18.460348367691,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",3,19
"emily-log-2","","7f0689b4aca099f267a0bf9b14ac5dcc","Under 19","Male","High School or Less",1605821873.93797,1605821911.41081,37.4728391170502,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,14,0,"Neutral","Clustering",3,13
"emily-log-2","","793475ddb6b8bebe16f814205edf853f","26-30","Male","Graduate Degree",1605821955.77912,1605822008.48411,52.7049980163574,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,1,0,"Certain","Clustering",1,13
"emily-log-2","","bb5568b4f1afc2fd30c82b7da62cf12b","36-40","Female","Some Graduate Courses",1605824016.38596,1605824065.83228,49.4463186264038,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,4,0,"Neutral","Clustering",5,13
"emily-log-2","","bb5568b4f1afc2fd30c82b7da62cf12b","36-40","Female","Some Graduate Courses",1605824065.86592,1605824098.81741,32.9514904022217,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different slope",5,13
"emily-log-2","","bb5568b4f1afc2fd30c82b7da62cf12b","36-40","Female","Some Graduate Courses",1605824098.86774,1605824172.83156,73.9638197422028,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,15,0,"Neutral","Outlier(s)",5,14
"emily-log-2","","bb5568b4f1afc2fd30c82b7da62cf12b","36-40","Female","Some Graduate Courses",1605824172.88494,1605824245.46838,72.5834465026855,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,10,0,"Uncertain","Clustering",5,15
"emily-log-2","","bb5568b4f1afc2fd30c82b7da62cf12b","36-40","Female","Some Graduate Courses",1605824245.50071,1605824400.13949,154.638782262802,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,20,0,"Uncertain","Different range",5,19
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605824198.31629,1605824696.70682,498.390526533127,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,2,0,"Uncertain","Other, Large variance in y-axis for small neighborhood in x-axis (near large x's)",78,14
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605824198.31629,1605824696.70682,498.390526533127,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,2,0,"Uncertain","Other, Large variance in y-axis for small neighborhood in x-axis (near large x's)",78,14
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605824696.73902,1605824813.99932,117.260293006897,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Clustering",78,15
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605824696.73902,1605824813.99932,117.260293006897,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Clustering",78,15
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605824814.04966,1605825071.69777,257.648111343384,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape, Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605824814.04966,1605825071.69777,257.648111343384,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape, Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825071.73515,1605825181.11286,109.377714395523,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Neutral","Other, Fewer data points at high x-values, so the evidence of the relationship for high x-values is weakest",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825071.73515,1605825181.11286,109.377714395523,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Neutral","Other, Fewer data points at high x-values, so the evidence of the relationship for high x-values is weakest",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825181.14834,1605825197.76028,16.6119327545166,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape, Different slope",78,16
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825181.14834,1605825197.76028,16.6119327545166,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape, Different slope",78,16
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825197.79266,1605825234.38398,36.5913233757019,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Very Certain","Different shape, Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825197.79266,1605825234.38398,36.5913233757019,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Very Certain","Different shape, Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825234.42095,1605825323.95791,89.5369606018066,"a3df7e1ea7711045cd8ec20ae87aa787","plots/svg/dd336d3d442d53d71ad505727da39d02.svg","34","log","target-H-Lv_null-H-Lv_r1","1","t-H_n-H","H","H","Lv","Lv",50,13,7,0,"Uncertain","Other, Fewest data points for low x-values, so evidence of relationship there is weakest",78,2
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825234.42095,1605825323.95791,89.5369606018066,"a3df7e1ea7711045cd8ec20ae87aa787","plots/svg/dd336d3d442d53d71ad505727da39d02.svg","34","log","target-H-Lv_null-H-Lv_r1","1","t-H_n-H","H","H","Lv","Lv",50,13,7,0,"Uncertain","Other, Fewest data points for low x-values, so evidence of relationship there is weakest",78,2
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825323.98958,1605825504.75986,180.770272016525,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Clustering",78,19
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825323.98958,1605825504.75986,180.770272016525,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Clustering",78,19
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825504.79171,1605825558.83634,54.0446388721466,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,4,0,"Neutral","Clustering",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825504.79171,1605825558.83634,54.0446388721466,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,4,0,"Neutral","Clustering",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825558.87147,1605825593.04452,34.1730494499207,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape, Different slope",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825558.87147,1605825593.04452,34.1730494499207,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape, Different slope",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825593.09679,1605825618.20251,25.1057121753693,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825593.09679,1605825618.20251,25.1057121753693,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape",78,13
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825618.2576,1605825658.70507,40.4474730491638,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825618.2576,1605825658.70507,40.4474730491638,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1605825658.75704,1605825676.89252,18.135472536087,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",78,10
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1605825658.75704,1605825676.89252,18.135472536087,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",78,10
"emily-log-2","","3be11b1b5cc91b22f4e6e79111dda91b","26-30","Male","High School or Less",1605825921.99783,1605825962.06293,40.065098285675,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different slope",3,12
"emily-log-2","","3be11b1b5cc91b22f4e6e79111dda91b","26-30","Male","High School or Less",1605825962.09657,1605825986.71439,24.6178152561188,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Certain","Clustering",3,11
"emily-log-2","","3be11b1b5cc91b22f4e6e79111dda91b","26-30","Male","High School or Less",1605825986.75481,1605826004.65036,17.8955492973328,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,20,0,"Neutral","Different slope",3,12
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605826823.05735,1605826908.03535,84.977995634079,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different slope",26,19
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605826823.05735,1605826908.03535,84.977995634079,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different slope",26,19
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605826908.09714,1605826951.33304,43.2359046936035,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,10,0,"Certain","Clustering",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605826908.09714,1605826951.33304,43.2359046936035,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,10,0,"Certain","Clustering",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605826951.36246,1605827018.71704,67.3545768260956,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Clustering",26,12
