"description","nick_name","start_time","end_time","run_time","run","data_name","pic_name","pic_id","test_param","param_value","rorschach","curvature","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-2","11d0f4e6d5fab9bd5b4a9356cb804540",1606152569.03605,1606152579.33889,10.3028466701508,"7","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different slope",13,24
"emily-log-2","11d0f4e6d5fab9bd5b4a9356cb804540",1606152701.19789,1606152811.4982,110.300309658051,"7","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different shape",13,24
"emily-log-2","11d0f4e6d5fab9bd5b4a9356cb804540",1606152811.52881,1606152825.97619,14.4473793506622,"7","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",13,18
"emily-log-2","11d0f4e6d5fab9bd5b4a9356cb804540",1606201803.12801,1606201817.23639,14.1083781719208,"8","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",3,21
"emily-log-2","11d0f4e6d5fab9bd5b4a9356cb804540",1606201817.32253,1606201842.83645,25.5139198303223,"8","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different slope",3,24
"emily-log-2","11d0f4e6d5fab9bd5b4a9356cb804540",1606201842.86586,1606201855.86153,12.9956715106964,"8","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different shape",3,24
"emily-log-2","17078ac72f546b3a066a043671f417e8",1606178947.53578,1606179021.85546,74.3196740150452,"9","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,16,0,"Certain","Different shape, Outlier(s)",3,21
"emily-log-2","17078ac72f546b3a066a043671f417e8",1606179021.8853,1606179050.51474,28.6294376850128,"9","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",3,21
"emily-log-2","17078ac72f546b3a066a043671f417e8",1606179050.54893,1606179069.99725,19.4483242034912,"9","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,6,0,"Neutral","Different slope",3,23
"emily-log-2","19966d4664333b7f76919371876714d0",1603677157.2943,1603677176.82788,19.5335793495178,"10","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape, Different slope",13,28
"emily-log-2","19966d4664333b7f76919371876714d0",1603677176.93053,1603677184.73205,7.80151653289795,"10","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape, Different slope",13,23
"emily-log-2","19966d4664333b7f76919371876714d0",1603677184.78442,1603677212.87912,28.0947060585022,"10","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,7,0,"Uncertain","Outlier(s)",13,21
"emily-log-2","19966d4664333b7f76919371876714d0",1603677212.94813,1603677222.71924,9.77111911773682,"10","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different shape",13,24
"emily-log-2","19966d4664333b7f76919371876714d0",1603677222.78892,1603677231.29687,8.50794458389282,"10","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different shape",13,24
"emily-log-2","19966d4664333b7f76919371876714d0",1603677274.55772,1603677289.38592,14.8281989097595,"10","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different shape",13,22
"emily-log-2","19966d4664333b7f76919371876714d0",1603677289.69324,1603677302.72752,13.0342783927917,"10","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Neutral","Different slope",13,21
"emily-log-2","19966d4664333b7f76919371876714d0",1603677302.78514,1603677340.47755,37.6924166679382,"10","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Neutral","Different shape",13,23
"emily-log-2","19966d4664333b7f76919371876714d0",1603677340.54698,1603677350.51324,9.96625804901123,"10","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Neutral","Different shape",13,23
"emily-log-2","19966d4664333b7f76919371876714d0",1603677350.58781,1603677357.61393,7.02612709999084,"10","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Neutral","Different slope",13,20
"emily-log-2","19966d4664333b7f76919371876714d0",1603677357.68401,1603677368.25716,10.5731420516968,"10","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Very Certain","Different slope",13,22
"emily-log-2","19966d4664333b7f76919371876714d0",1603677368.34093,1603677374.61335,6.27242016792297,"10","f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different slope",13,20
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857010.60471,1605857063.56491,52.9601955413818,"11","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",13,22
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857063.62383,1605857087.75243,24.1286001205444,"11","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,21
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857087.78221,1605857102.21973,14.4375166893005,"11","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different shape",13,24
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857102.25781,1605857117.37575,15.1179420948029,"11","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different shape",13,24
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857117.40662,1605857140.09321,22.6865844726562,"11","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,22
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857140.12665,1605857178.08908,37.9624273777008,"11","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",13,21
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857178.12421,1605857188.77199,10.6477785110474,"11","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",13,21
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857188.80528,1605857226.52418,37.7188959121704,"11","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Neutral","Different shape",13,21
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857226.57876,1605857243.75104,17.1722784042358,"11","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Neutral","Different shape",13,18
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857243.80203,1605857267.20576,23.4037303924561,"11","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,2,0,"Neutral","Different range",13,18
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857267.23402,1605857279.23318,11.9991600513458,"11","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Very Certain","Different shape",13,21
"emily-log-2","1a81e4bc01b252e4a1b54b449d5f2e96",1605857279.26538,1605857321.53469,42.2693047523499,"11","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Outlier(s)",13,24
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172617.74649,1606172632.80258,15.0560946464539,"12","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,13,0,"Neutral","Outlier(s)",13,21
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172646.1729,1606172656.3583,10.1853995323181,"12","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Uncertain","Different slope",13,21
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172656.38853,1606172665.88481,9.49628305435181,"12","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Neutral","Different shape, Different slope",13,23
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172665.91563,1606172678.94477,13.0291419029236,"12","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Neutral","Different shape, Different slope",13,24
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172678.97552,1606172687.76472,8.78920245170593,"12","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Neutral","Different slope",13,23
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172687.89227,1606172694.53229,6.64001774787903,"12","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different slope",13,21
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172694.56558,1606172707.3141,12.7485184669495,"12","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Different shape, Outlier(s)",13,28
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172707.34523,1606172721.66118,14.3159475326538,"12","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,19,0,"Very Uncertain","Different shape",13,22
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172721.69745,1606172730.06602,8.36857414245605,"12","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Neutral","Different shape, Different slope",13,21
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172730.09603,1606172737.51473,7.41870641708374,"12","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different slope",13,24
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172737.54579,1606172759.47819,21.932398557663,"12","f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Uncertain","Different slope",13,20
"emily-log-2","1b37544d470da5ef08adef40f2b62e28",1606172759.51362,1606172769.08137,9.56775212287903,"12","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different shape, Different slope",13,24
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606171950.15315,1606171980.95913,30.8059804439545,"13","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Outlier(s)",13,23
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606171981.02017,1606172000.37858,19.3584032058716,"13","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Neutral","Different shape, Different slope",13,24
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172000.40854,1606172019.76946,19.3609189987183,"13","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,7,0,"Uncertain","Outlier(s)",13,21
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172019.80544,1606172033.7336,13.9281666278839,"13","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Uncertain","Clustering",13,24
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172033.77351,1606172045.03943,11.2659258842468,"13","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,1,0,"Uncertain","Outlier(s)",13,21
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172045.07017,1606172080.73367,35.6634981632233,"13","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,6,0,"Uncertain","Other, up higher than the others",13,20
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172080.77373,1606172093.51539,12.741660118103,"13","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Neutral","Different shape",13,28
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172093.54552,1606172112.13147,18.5859501361847,"13","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,19,0,"Uncertain","Different shape",13,21
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172138.53023,1606172176.55142,38.0211865901947,"13","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,18,0,"Uncertain","Clustering",13,22
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172176.58458,1606172203.53803,26.9534528255463,"13","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Different range, Different shape, Outlier(s)",13,22
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172203.56794,1606172234.01613,30.4481954574585,"13","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Uncertain","Different range",13,21
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172234.04647,1606172246.24871,12.2022390365601,"13","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,1,0,"Uncertain","Different shape, Outlier(s)",13,23
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172405.45787,1606172442.01519,36.5573182106018,"14","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,15,0,"Certain","Clustering",13,18
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172442.07179,1606172455.70705,13.6352667808533,"14","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Uncertain","Outlier(s)",13,22
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172455.7368,1606172478.42698,22.6901848316193,"14","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,20,0,"Certain","Different shape",13,23
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172478.45765,1606172490.82313,12.3654870986938,"14","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,8,0,"Uncertain","Different range",13,18
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172490.85494,1606172504.49996,13.6450209617615,"14","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,19,0,"Certain","Different range",13,18
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172504.53021,1606172519.40406,14.8738520145416,"14","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,14,0,"Certain","Outlier(s)",13,22
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172519.4353,1606172571.64857,52.2132716178894,"14","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,5,0,"Uncertain","Outlier(s)",13,22
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172571.68107,1606172587.80082,16.1197562217712,"14","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",13,18
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172587.83004,1606172602.36716,14.5371227264404,"14","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,19,0,"Uncertain","Different shape",13,21
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172602.39766,1606172613.37497,10.9773049354553,"14","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,19,0,"Uncertain","Different slope",13,23
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172613.40501,1606172624.02107,10.6160533428192,"14","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,11,0,"Uncertain","Different slope",13,20
"emily-log-2","1dd51f5bdadfcf7af6f7ec9b986824ee",1606172634.50946,1606172650.565,16.0555477142334,"14","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,6,0,"Neutral","Different slope",13,23
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605842793.27795,1605842826.44058,33.1626355648041,"15","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Different shape, Different slope",13,28
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605842826.47604,1605842888.55976,62.0837135314941,"15","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Neutral","Clustering, Different range",13,22
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605842888.59237,1605842932.29336,43.7009918689728,"15","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,19,0,"Certain","Outlier(s)",13,23
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605842932.34593,1605842950.36153,18.0155999660492,"15","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Very Certain","Different shape, Different slope",13,22
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605842950.39693,1605842997.1405,46.7435712814331,"15","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,18,0,"Certain","Outlier(s)",13,23
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605842997.17631,1605843035.66731,38.4910011291504,"15","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Uncertain","Different slope",13,23
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605843035.69983,1605843078.35658,42.6567485332489,"15","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Neutral","Clustering",13,21
